name,gender,probability,n
Sini-Maaria,female,1,70
Sini-Maarit,female,1,39
Sini-Mari,female,1,11
Sinimaria,female,1,12
Sini-Maria,female,1,93
Sini-Marika,female,1,12
Sinimarja,female,1,18
Sini-Marja,female,1,39
Sini-Meri,female,1,14
Sini-Orvokki,female,1,18
Sini-Päivi,female,1,10
Sini-Päivikki,female,1,16
Sinipilvi,female,1,11
Sini-Pilvi,female,1,31
Sini-Sofia,female,1,31
Sini-Susanna,female,1,21
Sinitta,female,1,16
Sinituuli,female,1,21
Sini-Tuuli,female,1,42
Sinituulia,female,1,10
Sini-Tuulia,female,1,95
Sinivuokko,female,1,18
Sini-Vuokko,female,1,31
Sinja,female,1,93
Sinna,female,1,500
Sinuhe,male,1,33
Sipi,male,1,109
Sipo,male,1,11
Sippo,male,1,67
Sipri,male,1,32
Sipriina,female,1,63
Sira,female,1,102
Sirena,female,1,70
Sirene,female,1,10
Siri,female,1,646
Siria,female,1,10
Sirikli,female,1,12
Sirin,female,1,19
Sirina,female,1,12
Sirius,male,0.661764705882353,68
Sirja,female,1,537
Sirje,female,1,111
Sirke,female,1,271
Sirkka,female,1,21048
Sirkka-Leena,female,1,81
Sirkkaliisa,female,1,36
Sirkka-Liisa,female,1,4471
Sirkka-Maija,female,1,30
Sirkku,female,1,3673
Sirkku-Leena,female,1,16
Sirkku-Liisa,female,1,50
Siro,female,0.835820895522388,67
Sirpa,female,1,23769
Sirpa-Helena,female,1,10
Sirpa-Leena,female,1,41
Sirpa-Liisa,female,1,259
Sirpa-Riitta,female,1,25
Sirppa,female,1,33
Siru,female,1,1222
Sirwan,male,1,20
Sisi,female,1,11
Sisilia,female,1,10
Sisko,female,1,23562
Sisko-Helena,female,1,13
Sisko-Liisa,female,1,57
Sisko-Maria,female,1,23
Sisko-Riitta,female,1,12
Sissel,female,1,44
Sissi,female,1,258
Sissy,female,1,10
Sisu,male,1,1906
Sita,female,1,11
Siv,female,1,1234
Siv-Britt,female,1,26
Sivert,male,1,21
Sivi,female,1,148
Sivia,female,1,33
Siviä,female,1,1773
Siw,female,1,47
Sixten,male,1,393
Sky,female,1,19
Skye,female,1,29
Smilla,female,1,34
Snöfrid,female,1,44
Sofi,female,1,809
Sofia,female,1,54789
Sofía,female,1,13
Sofia-Maria,female,1,12
Sofiane,male,1,15
Sofianna,female,1,279
Sofie,female,1,1726
Sofiella,female,1,11
Sofiia,female,1,73
Sofiina,female,1,49
Sofija,female,1,24
Sofina,female,1,10
Sofiya,female,1,11
Sofja,female,1,14
Sofya,female,1,10
Soheil,male,1,12
Soheila,female,1,12
Sohrab,male,1,11
Sohvi,female,1,1092
Sohvia,female,1,26
Soila,female,1,504
Soile,female,1,4948
Soili,female,1,3039
Soilikki,female,1,800
Soini,male,0.93542757417103,573
Sointu,female,0.968973747016706,1676
Soja,female,1,64
Sol,female,1,25
Solange,female,1,29
Solbritt,female,1,61
Sol-Britt,female,1,78
Sole,female,1,98
Soledad,female,1,16
Soleil,female,1,11
Soli,female,1,12
Solin,female,1,16
Solina,female,1,37
Solja,female,1,244
Solmu,male,1,33
Solomon,male,1,47
Solveig,female,1,1978
Solweig,female,1,21
Soma,female,1,56
Somchai,male,1,10
Son,male,1,35
Sona,female,1,16
Soni,male,1,19
Sonia,female,1,329
Sonja,female,1,8840
Sonja-Maria,female,1,22
Sonny,male,1,38
Sony,male,1,12
Sonya,female,1,98
Sophia,female,1,764
Sophie,female,1,826
Soraja,female,1,83
Soran,male,1,16
Soraya,female,1,70
Sorella,female,1,81
Sören,male,1,307
Sorja,female,1,79
Sorjo,male,1,17
Spencer,male,1,19
Staffan,male,1,323
Stanislav,male,1,90
Stanislava,female,1,11
Stanislaw,male,1,20
Stanley,male,1,57
Stavros,male,1,22
Stefan,male,1,3202
Stefani,female,1,20
Stefania,female,1,60
Stefanie,female,1,99
Stefano,male,1,57
Stefanos,male,1,40
Stefansdotter,female,1,19
Stefansson,male,1,10
Stefanus,male,1,80
Steffan,male,1,11
Steffen,male,1,14
Stella,female,1,1992
Stellan,male,1,10
Sten,male,1,577
Sten-Erik,male,1,24
Sten-Olof,male,1,23
Stepan,male,1,52
Stephan,male,1,126
Stephanie,female,1,250
Stephen,male,1,129
Steve,male,1,93
Steven,male,1,165
Stewart,male,1,13
Stian,male,1,12
Stig,male,1,2295
Stig-Erik,male,1,101
Stig-Göran,male,1,74
Stig-Johan,male,1,22
Stig-Ole,male,1,14
Stig-Olof,male,1,72
Stigsdotter,female,1,11
Stiina,female,1,836
Stina,female,1,1477
Stina-Maria,female,1,19
Storm,male,1,14
Stuart,male,1,48
Sture,male,1,365
Sturle,male,1,16
Styrbjörn,male,1,55
Su,female,1,24
Suad,female,1,26
Sue,female,1,58
Suha,female,1,10
Suhaib,male,1,10
Sulamit,female,1,35
Sulamith,female,1,10
Sulayman,male,1,10
Suleima,female,1,69
Suleiman,male,0.679012345679012,81
Sulevi,male,0.943506115317414,1717
Suleyman,male,1,17
Süleyman,male,1,19
Sulho,male,1,69
Sulina,female,1,10
Sulo,male,1,4686
Sulotar,female,1,11
Sultan,female,1,16
Sumaya,female,1,71
Sumeja,female,1,10
Sumeya,female,1,19
Summer,female,1,14
Sumu,male,1,32
Sun,male,1,11
Suna,female,1,44
Sundus,female,1,38
Sune,male,1,429
Sunil,male,1,11
Sunita,female,1,14
Sunna,female,1,79
Sunneva,female,1,20
Sunniva,female,1,21
Sunny,male,1,16
Suoma,female,1,1075
Suometar,female,1,128
Suraya,female,1,12
Susa,female,1,324
Susan,female,1,1739
Susana,female,1,52
Susann,female,1,554
Susanna,female,1,56739
Susannah,female,1,29
Susanne,female,1,5770
Susette,female,1,23
Susi,female,1,14
Susie,female,1,17
Suska,female,1,10
Susu,female,1,10
Suune,male,1,12
Suvi,female,1,13862
Suvianna,female,1,34
Suvi-Anna,female,1,25
Suvi-Elina,female,1,29
Suvi-Johanna,female,1,15
Suvikki,female,1,18
Suvi-Kukka,female,1,18
Suvi-Maaria,female,1,85
Suvi-Maarit,female,1,35
Suvi-Maria,female,1,128
Suvimarja,female,1,12
Suvi-Marja,female,1,58
Suvi-Päivi,female,1,61
Suvi-Päivikki,female,1,188
Suvi-Pauliina,female,1,13
Suvi-Pilvi,female,1,11
Suvi-Sisko,female,1,25
Suvituuli,female,1,201
Suvi-Tuuli,female,1,328
Suvituulia,female,1,36
Suvi-Tuulia,female,1,287
Suvi-Tuulikki,female,1,38
Suzan,female,1,79
Suzana,female,1,25
Suzanna,female,1,29
Suzanne,female,1,130
Suzette,female,1,11
Svanhild,female,1,39
Svante,male,1,464
Svantte,male,1,21
Svea,female,1,573
Sven,male,1,2520
Sven-Åke,male,1,18
Sven-Eric,male,1,13
Sven-Erik,male,1,241
Svenja,female,1,10
Sven-Ole,male,1,18
Sven-Olof,male,1,129
Sverker,male,1,31
Sverre,male,1,37
Svetlana,female,1,939
Svitlana,female,1,13
Sydney,female,1,20
Syed,male,1,32
Sylva,female,1,129
Sylvain,male,1,15
Sylvester,male,1,514
Sylvesteri,male,1,58
Sylvi,female,1,4109
Sylvia,female,1,5415
Sylvie,female,1,23
Synneve,female,1,11
Synnevi,female,1,15
Synnove,female,1,16
Synnöve,female,1,826
Syrilla,female,1,25
Syväri,male,1,30
Taava,female,1,63
Taave,male,1,25
Taavetti,male,1,1821
Taavi,male,1,1831
Tabassum,female,1,11
Tabita,female,1,22
Tadeusz,male,1,20
Tage,male,1,568
Taha,male,1,62
Tahar,male,1,10
Taher,male,1,34
Tahir,male,1,22
Tahiti,female,1,29
Tähkä,female,1,25
Tähti,female,1,73
Tahvo,male,1,155
Tai,male,1,19
Taia,female,1,17
Taiga,female,1,93
Taija,female,1,1997
Taija-Leena,female,1,10
Taija-Maria,female,1,10
Taiju,female,1,25
Taika,female,1,1314
Taikatuuli,female,1,26
Taika-Tuuli,female,1,18
Taika-Tuulia,female,1,24
Taila,female,1,21
Taimi,female,1,4650
Taimo,male,1,102
Taina,female,1,10085
Taina-Liisa,female,1,11
Taini,female,1,27
Taira,female,1,47
Taisa,female,1,28
Taisia,female,1,51
Taisto,male,1,7358
Taito,male,1,1253
Talia,female,1,11
Talib,male,1,14
Talvi,female,0.78,50
Talvikki,female,1,4458
Tam,female,0.506666666666667,75
Tamara,female,1,669
Tamás,male,1,17
Tamer,male,1,20
Tami,male,1,123
Tamim,male,1,10
Tan,male,1,52
Tancred,male,1,20
Tane,male,1,18
Tanel,male,1,12
Taneli,male,1,6065
Tani,male,1,33
Tania,female,1,162
Tanita,female,1,59
Tanja,female,1,11598
Tanjaana,female,1,12
Tanja-Maarit,female,1,13
Tanja-Maria,female,1,22
Tankred,male,1,11
Tanu,male,1,30
Tanya,female,1,184
Tao,male,1,20
Taoufik,male,1,12
Tapani,male,1,137688
Tapaninpoika,male,1,39
Tapanintytär,female,1,13
Tapio,male,1,117650
Tapionpoika,male,1,89
Tapiontytär,female,1,32
Tapsa,male,1,10
Tara,female,1,586
Taras,male,1,11
Tarek,male,1,53
Tari,female,1,26
Taria,female,1,15
Tarik,male,1,44
Tarina,female,1,71
Tariq,male,1,38
Tarita,female,1,88
Tarja,female,1,26598
Tarjaana,female,1,20
Tarja-Anneli,female,1,11
Tarja-Helena,female,1,17
Tarja-Leena,female,1,173
Tarja-Liisa,female,1,154
Tarja-Maarit,female,1,10
Tarja-Maija,female,1,10
Tarja-Riitta,female,1,61
Tarja-Sisko,female,1,11
Tarja-Terttu,female,1,13
Tarja-Tuulikki,female,1,58
Tarkan,male,1,14
Tarkko,male,1,28
Tarleena,female,1,210
Tarmo,male,1,5149
Tarmonpoika,male,1,20
Taro,male,1,55
Taru,female,0.995695413388749,6737
Taru-Leena,female,1,10
Taru-Maija,female,1,15
Taru-Maria,female,1,15
Taru-Tuuli,female,1,14
Taru-Tuulia,female,1,31
Tarvo,male,1,101
Tasnim,female,1,20
Tate,male,1,10
Tatiana,female,1,758
Tatja,female,1,98
Tatjaana,female,1,183
Tatjana,female,1,781
Tatu,male,1,4555
Tatu-Matti,male,1,15
Tatunpoika,male,1,11
Tatu-Pekka,male,1,39
Tatyana,female,1,27
Tauno,male,1,8972
Taunonpoika,male,1,13
Tauri,male,1,21
Tawan,male,1,17
Tawfik,male,0.521739130434783,23
Tayfun,male,1,11
Taylor,male,0.529411764705882,34
Tea,female,1,2609
Tea-Maria,female,1,14
Ted,male,1,261
Teddy,male,1,49
Teea,female,1,449
Teela,female,1,20
Teemu,male,1,21748
Teemunpoika,male,1,53
Teemuntytär,female,1,25
Teemu-Pekka,male,1,18
Teemu-Petteri,male,1,19
Tehilla,female,1,60
Teija,female,1,7365
Teija-Leena,female,1,19
Teija-Liisa,female,1,35
Teija-Riitta,female,1,18
Teijo,male,1,2150
Teijonpoika,male,1,19
Teiju,female,1,26
Teila,female,1,12
Tekla,female,1,260
Teljo,male,1,19
Tella,female,1,47
Telle,female,1,39
Tellervo,female,1,33591
Tellu,female,1,15
Telma,female,1,238
Tempo,male,1,13
Tenhikki,female,1,10
Tenho,male,1,1884
Teno,male,1,10
Teo,male,1,805
Teodor,male,1,735
Teodora,female,1,51
Teofiilus,male,1,13
Teofilus,male,1,41
Teoman,male,1,14
Teponpoika,male,1,16
Tepontytär,female,1,14
Teppana,male,1,12
Teppo,male,1,3316
Terella,female,1,10
Terence,male,1,26
Teres,female,1,15
Teresa,female,1,2562
Terésa,female,1,16
Terese,female,1,618
Terése,female,1,48
Teresia,female,1,968
Terésia,female,1,11
Teresita,female,1,12
Teressa,female,1,29
Tereza,female,1,19
Terhen,female,1,10
Terhi,female,1,8010
Terhikki,female,1,1367
Terhi-Liisa,female,1,13
Terhi-Marja,female,1,14
Terhi-Tuulia,female,1,17
Terhi-Tuulikki,female,1,12
Terho,male,1,2583
Teri,female,0.580645161290323,31
Terja,female,1,93
Terje,male,1,31
Terjo,male,1,50
Terno,male,1,250
Tero,male,1,15126
Tero-Matti,male,1,25
Teronpoika,male,1,93
Terontytär,female,1,30
Tero-Pekka,male,1,71
Tero-Petteri,male,1,13
Tero-Tapani,male,1,10
Tero-Tapio,male,1,13
Terri,female,1,12
Terry,male,1,30
Tertit,female,1,15
Tertta,female,1,14
Terttu,female,1,20566
Terttu-Kaarina,female,1,15
Terttuli,female,1,19
Terttu-Liisa,female,1,81
Terttu-Maija,female,1,10
Tervo,male,1,10
Tesla,female,1,14
Tess,female,1,19
Tessa,female,1,919
Tessaliina,female,1,33
Tessi,female,1,15
Tetta,female,1,21
Tetti,female,1,30
Teudor,male,1,10
Teuta,female,1,18
Teutori,male,1,11
Teuvo,male,1,8422
Teuvonpoika,male,1,12
Tex,male,1,11
Thai,male,1,31
Thalia,female,1,13
Thang,male,1,21
Thanh,female,0.502941176470588,340
Thao,female,1,76
The,male,1,40
Thea,female,1,317
Thelma,female,1,175
Theo,male,1,503
Théo,male,1,33
Theodor,male,1,429
Theodora,female,1,59
Theodore,male,1,72
Theodoros,male,1,18
Theres,female,1,25
Theresa,female,1,365
Therese,female,1,620
Therése,female,1,140
Thérése,female,1,10
Therèse,female,1,12
Thérèse,female,1,27
Theresé,female,1,12
Theresia,female,1,277
Thi,female,1,1114
Thiago,male,1,12
Thien,male,0.675675675675676,74
Thierry,male,1,10
Thilda,female,1,20
Thilde,female,1,25
Tho,female,1,10
Thobias,male,1,12
Thomas,male,1,3585
Thomasdotter,female,1,20
Thommy,male,1,24
Thong,male,1,10
Thor,male,1,246
Thora,female,1,14
Thorbjörn,male,1,32
Thor-Björn,male,1,11
Thord,male,1,14
Thordis,female,1,10
Thore,male,1,25
Thorleif,male,1,12
Thorolf,male,1,49
Thorsten,male,1,15
Thorvald,male,1,128
Thu,female,1,161
Thua,female,1,19
Thuong,female,1,14
Thure,male,1,87
Thuy,female,1,184
Thy,female,1,11
Thyra,female,1,66
Tia,female,1,1389
Tiago,male,1,17
Tia-Mari,female,1,15
Tia-Maria,female,1,213
Tian,male,1,13
Tiana,female,1,56
Tianna,female,1,91
Tiara,female,1,21
Tibor,male,1,11
Tico,male,1,45
Tien,male,0.732394366197183,71
Tiera,male,1,21
Tiffany,female,1,60
Tiger,male,1,21
Tii,female,1,85
Tiia,female,1,8990
Tiia-Emilia,female,1,10
Tiia-Leena,female,1,12
Tiia-Liisa,female,1,21
Tiia-Maaria,female,1,16
Tiia-Maarit,female,1,14
Tiiamari,female,1,33
Tiia-Mari,female,1,148
Tiiamaria,female,1,11
Tiia-Maria,female,1,379
Tiia-Mariia,female,1,14
Tiia-Marika,female,1,12
Tiia-Riikka,female,1,42
Tiia-Riina,female,1,40
Tiia-Riitta,female,1,13
Tiia-Sofia,female,1,12
Tiia-Tuulia,female,1,38
Tiida,female,1,17
Tiija,female,1,29
Tiila,female,1,65
Tiina,female,1,27711
Tiina-Elina,female,1,13
Tiinakaisa,female,1,10
Tiina-Kaisa,female,1,74
Tiina-Leena,female,1,31
Tiinaliisa,female,1,17
Tiina-Liisa,female,1,173
Tiina-Maarit,female,1,18
Tiinamaija,female,1,12
Tiina-Maija,female,1,147
Tiinamari,female,1,29
Tiina-Mari,female,1,119
Tiina-Maria,female,1,126
Tiina-Marja,female,1,41
Tiina-Riikka,female,1,19
Tiina-Riitta,female,1,85
Tiina-Sisko,female,1,20
Tiina-Tuulia,female,1,15
Tiinu,female,1,20
Tiira,female,1,10
Tiiti,female,1,71
Tiitta,female,1,54
Tiitu,female,1,173
Tiitus,male,1,865
Tiiu,female,1,263
Tiivi,female,1,13
Tiko,male,1,23
Tikva,female,1,12
Tilda,female,1,1440
Tilde,female,1,232
Tilhi,female,1,20
Tilja,female,1,15
Till,male,1,10
Tilla,female,1,36
Tilly,female,1,17
Tilma,female,1,118
Tilta,female,1,33
Tiltu,female,1,24
Tim,male,1,663
Timea,female,1,17
Timi,male,1,1382
Timitri,male,1,43
Timjami,male,1,39
Timka,male,1,19
Timmy,male,1,85
Timna,female,1,16
Timo,male,1,50344
Timofei,male,1,43
Timofey,male,1,10
Timo-Heikki,male,1,12
Timo-Jaakko,male,1,61
Timo-Juhani,male,1,24
Timo-Jukka,male,1,14
Timo-Jussi,male,1,13
Timo-Matti,male,1,21
Timon,male,1,13
Timonpoika,male,1,389
Timontytär,female,1,135
Timo-Pekka,male,1,269
Timo-Petteri,male,1,18
Timo-Tapani,male,1,14
Timo-Tapio,male,1,18
Timotei,male,1,36
Timoteus,male,1,156
Timothy,male,1,179
Timo-Veikko,male,1,11
Timur,male,1,79
Timy,male,1,10
Tin,male,1,15
Tina,female,1,1173
Tina-Maria,female,1,15
Tindra,female,1,197
Ting,female,1,12
Tini,male,1,11
Tinja,female,1,986
Tinka,female,1,225
Tinna,female,1,51
Tino,male,1,2086
Tintti,female,1,34
Tira,female,1,14
Tirlittan,female,1,14
Tita,female,1,95
Titania,female,1,15
Titi,female,1,33
Tito,male,1,89
Titta,female,1,1599
Tittamari,female,1,11
Titta-Mari,female,1,13
Titta-Maria,female,1,26
Titta-Riina,female,1,14
Titti,female,1,58
Titus,male,1,165
Tiuku,female,1,107
To,female,1,15
Toan,male,1,17
Tobias,male,1,1788
Toby,male,1,20
Todd,male,1,21
Toimi,male,1,653
Toini,female,1,5928
Toive,female,0.805825242718447,103
Toivi,female,0.743589743589744,39
Toivikki,female,1,96
Toivo,male,1,17125
Toivonpoika,male,1,10
Tom,male,1,4302
Toma,male,0.830508474576271,59
Tomas,male,1,2717
Tomás,male,1,29
Tomasdotter,female,1,16
Tomasz,male,1,36
Tomek,male,1,21
Tomer,male,1,14
Tom-Erik,male,1,30
Tomi,male,1,16103
Tomi-Matti,male,1,11
Tominpoika,male,1,53
Tomintytär,female,1,19
Tomi-Pekka,male,1,69
Tomi-Petteri,male,1,43
Tom-Johan,male,1,11
Tommaso,male,1,23
Tommi,male,1,15071
Tommie,male,1,23
Tomminpoika,male,1,76
Tommintytär,female,1,26
Tommi-Pekka,male,1,13
Tommi-Petteri,male,1,18
Tommo,male,1,19
Tommy,male,1,1887
Tom-Peter,male,1,10
Tomppa,male,1,11
Tomsson,male,1,21
Tomy,male,1,48
Tone,female,1,16
Tong,male,1,11
Toni,male,0.999149081007488,17628
Toni-Kristian,male,1,14
Toni-Markus,male,1,17
Toni-Matti,male,1,15
Toni-Mikael,male,1,15
Toninpoika,male,1,50
Tonintytär,female,1,20
Toni-Pekka,male,1,52
Toni-Petri,male,1,15
Toni-Petteri,male,1,40
Toni-Tapio,male,1,12
Tonja,female,1,58
Tonny,male,1,15
Tony,male,0.993923024983119,2962
Tonya,female,1,11
Toomas,male,1,117
Topi,male,1,5043
Topias,male,1,7503
Topi-Matti,male,1,13
Topinpoika,male,1,10
Topi-Pekka,male,1,11
Topi-Petteri,male,1,10
Tor,male,1,1013
Tora,female,1,80
Toralf,male,1,10
Tor-Alf,male,1,11
Torbjörn,male,1,502
Tor-Björn,male,1,56
Torborg,female,1,65
Tord,male,1,40
Tordis,female,1,21
Tore,male,1,302
Tor-Erik,male,1,118
Torgny,male,1,16
Torhild,female,1,27
Torkel,male,1,19
Torleif,male,1,33
Tor-Leif,male,1,30
Torolf,male,1,470
Torsten,male,1,1027
Torstenson,male,1,10
Torstensson,male,1,18
Torsti,male,1,895
Torvald,male,1,481
Tosca,female,1,12
Toto,male,1,10
Totte,male,1,89
Totti,male,1,302
Touho,male,1,33
Touko,male,1,1511
Toussaint,male,1,22
Toussainte,female,1,17
Tova,female,1,57
Tove,female,1,647
Towe,female,1,15
Tracy,female,1,14
Tram,female,1,14
Tran,female,0.605263157894737,38
Trang,female,1,67
Travis,male,1,23
Trevor,male,1,20
Tri,male,1,39
Tricia,female,1,11
Triin,female,1,17
Triinu,female,1,20
Trina,female,1,11
Trine,female,1,32
Trinh,female,1,22
Trinity,female,1,13
Tristan,male,1,222
Trong,male,1,33
Troy,male,1,51
Truc,female,1,30
Trude,female,1,18
Trung,male,1,42
Truong,male,1,21
Tryggve,male,1,63
Trygve,male,1,114
Tu,female,0.621621621621622,37
Tua,female,1,521
Tuan,male,1,82
Tuana,female,1,26
Tudor,male,1,10
Tuija,female,1,13232
Tuija-Leena,female,1,41
Tuija-Liisa,female,1,52
Tuija-Maija,female,1,11
Tuija-Maria,female,1,11
Tuija-Riitta,female,1,26
Tuike,female,1,128
Tuikku,female,1,28
Tuila,female,1,22
Tuire,female,1,2024
Tuisku,female,0.506493506493506,308
Tuittu,female,1,10
Tulan,female,1,10
Tuli,male,1,11
Tulikki,female,1,28
Tulikukka,female,1,24
Tung,male,1,32
Tuomaanpoika,male,1,96
Tuomaantytär,female,1,33
Tuomaksenpoika,male,1,15
Tuomas,male,1,28099
Tuomi,female,1,52
Tuomikki,female,1,76
Tuomo,male,1,13106
Tuomonpoika,male,1,76
Tuomontytär,female,1,31
Tuong,male,0.565217391304348,23
Tuovi,female,0.964500601684717,1662
Tupu,female,1,26
Tupuna,female,1,44
Ture,male,1,233
Turjo,male,1,14
Türkan,female,1,10
Turkka,male,1,474
Turo,male,1,694
Tutta,female,1,104
Tutteli,female,1,28
Tuttu,female,1,35
Tuua,female,1,56
Tuukanpoika,male,1,13
Tuukka,male,1,5419
Tuula,female,1,36051
Tuula-Anneli,female,1,49
Tuula-Kaarina,female,1,10
Tuula-Leena,female,1,10
Tuula-Maija,female,1,113
Tuula-Mari,female,1,10
Tuula-Maria,female,1,23
Tuula-Marja,female,1,87
Tuula-Marjatta,female,1,11
Tuula-Riitta,female,1,59
Tuulevi,female,1,419
Tuuli,female,1,6308
Tuulia,female,1,19305
Tuulianna,female,1,40
Tuuli-Anna,female,1,11
Tuuliina,female,1,84
Tuulikki,female,1,60793
Tuuli-Maaria,female,1,38
Tuuli-Mari,female,1,13
Tuulimaria,female,1,12
Tuuli-Maria,female,1,75
Tuuni,female,1,48
Tuure,male,1,1435
Tuutikki,female,1,44
Tuuva,female,1,16
Tuuve,female,1,30
Tuva,female,1,53
Tuyen,female,1,16
Tuyet,female,1,89
Ty,male,1,10
Tyko,male,1,167
Tyler,male,1,32
Tyra,female,1,116
Tyrsky,male,1,10
Tyson,male,1,16
Tyti,female,1,13
Tytteli,female,1,17
Tytti,female,1,3137
Tytti-Maria,female,1,19
Tyttö,female,1,11
Tyyko,male,1,12
Tyyne,female,1,3485
Tyyni,female,1,169
Tyyra,female,1,40
Ubah,female,1,24
Uddin,male,1,14
Udo,male,1,12
Ugochukwu,male,1,11
Ugur,male,1,16
Uki,male,1,42
Ukko,male,1,1851
Ukkopekka,male,1,17
Ukko-Pekka,male,1,83
Ukri,male,1,42
Uku,male,1,10
Ulf,male,1,1354
Ulf-Erik,male,1,28
Ulf-Peter,male,1,14
Ulfsdotter,female,1,31
Ulfsson,male,1,14
Uliana,female,1,13
Uljana,female,1,21
Uljas,male,1,1071
Ulla,female,1,20780
Ulla-Brita,female,1,48
Ulla-Britt,female,1,202
Ulla-Britta,female,1,35
Ulla-Christina,female,1,11
Ulla-Helena,female,1,18
Ulla-Kaarina,female,1,37
Ulla-Kaija,female,1,22
Ulla-Kaisa,female,1,41
Ulla-Kristiina,female,1,21
Ulla-Kristina,female,1,15
Ulla-Leena,female,1,44
Ulla-Liisa,female,1,35
Ulla-Maaria,female,1,14
Ulla-Maarit,female,1,37
Ullamaija,female,1,64
Ulla-Maija,female,1,2385
Ulla-Maj,female,1,141
Ulla-Maja,female,1,11
Ullamari,female,1,35
Ulla-Mari,female,1,109
Ulla-Maria,female,1,140
Ulla-Marja,female,1,108
Ulla-May,female,1,15
Ulla-Pia,female,1,15
Ullariikka,female,1,18
Ulla-Riikka,female,1,59
Ulla-Riitta,female,1,237
Ulla-Sisko,female,1,15
Ullastiina,female,1,11
Ulla-Stina,female,1,62
Ulla-Terttu,female,1,10
Ull-Britt,female,1,28
Ülle,female,1,25
Ulli,female,1,14
Ullrika,female,1,12
Ulpu,female,1,477
Ulpukka,female,1,78
Ulrica,female,1,248
Ulrich,male,1,34
Ulriika,female,1,361
Ulriikka,female,1,492
Ulrik,male,1,83
Ulrika,female,1,2286
Ulrike,female,1,24
Uma,female,1,58
Umar,male,1,17
Umberto,male,1,30
Ümit,male,1,13
Umut,male,1,22
Una,female,1,68
Unelma,female,1,2284
Uni,female,1,42
Unikko,female,1,32
Unna,female,1,745
Unni,female,1,81
Unnukka,female,1,94
Uno,male,1,297
Untamo,male,1,2727
Unto,male,1,4905
Uolevi,male,1,13971
Uoti,male,1,29
Upi,male,1,21
Urban,male,1,71
Urbanus,male,1,11
Urda,female,1,26
Urho,male,1,4730
Uriel,male,1,20
Urmas,male,1,410
Urpo,male,1,2739
Urpu,female,1,114
Ursula,female,1,1440
Urve,female,1,12
Usama,male,1,14
Uskali,male,1,10
Usko,male,1,897
Usman,male,1,13
Usva,female,1,258
Utria,male,1,18
Utu,female,0.641025641025641,39
Uula,male,1,235
Uule,male,1,10
Uuna,female,1,19
Uuno,male,1,819
Uuras,male,1,89
Uwe,male,1,30
Uyen,female,1,16
Vaalimo,male,1,12
Vadelma,female,1,180
Vadim,male,1,127
Vahid,male,1,11
Vailet,female,1,16
Vaili,female,1,15
Väinämö,male,1,1188
Väinämöinen,male,1,20
Väinö,male,1,14694
Väinönpoika,male,1,13
Väiski,male,1,18
Vaito,male,1,107
Valbone,female,1,10
Valborg,female,1,388
Valde,male,1,517
Valdemar,male,1,7311
Valdine,female,1,260
Valdo,male,1,15
Valencia,female,1,16
Valentiina,female,1,62
Valentin,male,1,1512
Valentina,female,1,958
Valentine,female,0.75,44
Valentino,male,1,142
Valentinovna,female,1,12
Valeri,male,1,219
Valeria,female,1,308
Valerian,male,1,72
Valerie,female,1,78
Valerija,female,1,14
Valerio,male,1,10
Valerius,male,1,25
Valeriy,male,1,10
Valery,male,1,25
Valfrid,male,1,789
Valio,male,1,380
Valle,male,1,147
Vallu,male,1,14
Valma,female,1,1254
Valmari,male,1,17
Valmu,female,1,13
Valo,male,0.957166392092257,607
Valon,male,1,18
Valonia,female,1,11
Valpas,male,1,78
Valpori,female,1,18
Valpu,female,1,49
Valpuri,female,1,1590
Valtari,male,1,22
Valte,male,1,88
Valter,male,1,1759
Valteri,male,1,23
Valto,male,1,1143
Valtter,male,1,698
Valtteri,male,1,29296
Valtti,male,1,128
Valvatti,female,1,20
Valvi,female,1,11
Valvikki,female,1,76
Van,male,0.853846153846154,390
Vanamo,female,0.981640146878825,817
Vanda,female,1,22
Vanesa,female,1,14
Vanessa,female,1,1891
Vania,female,1,11
Vanilia,female,1,15
Vanilja,female,1,77
Vanilla,female,1,88
Vanja,female,0.780487804878049,82
Vanni,female,1,11
Vänni,male,1,16
Vappu,female,1,3565
Varma,male,0.5,124
Varpu,female,1,1903
Varpu-Leena,female,1,27
Varpu-Liisa,female,1,20
Varvara,female,1,57
Vasama,male,1,11
Vasili,male,1,95
Vasilij,male,1,23
Vasiliki,female,1,15
